RespondentID,Persona,Age,Gender,MaritalStatus,CityTier,Education,NumDependents,EmploymentStatus,YearsEmployed,AnnualIncome_INR,IncomeStability,SecondaryIncome_INR,SavingsPct_Monthly,SavingsBalance_INR,SpendingPattern,CreditUtilization,UPI_TxnMonthly,HasCreditCard,AppBasedLoan,PrimaryLoanType,LoanPurpose_New,LoanAmountSought,LoanTermMonths,ExistingDebt_INR,MonthlyEMI_INR,DebtToIncomeRatio,CreditHistoryYears,NumCreditAccounts,NumHardInquiries,MissedPayments,Bankruptcies,RepaymentHistory,HasProperty,HasVehicle,InvestmentValue_INR,EmergencyFundMonths,RiskTolerance,FinLiteracyScore,HasFinancialPlan,IncomeShockLast3Yr,FamilyBurdenScore,CreditScore,LoanApproved,MarketingSegment,ApprovalProbability
IND00939,Rural_Farmer,51,Female,Single,Tier2,Below10th,6,Self_Employed,2,19050.0,Unstable,22794.0,26.288042719474667,24398.0,Just_right,0.5568,19,1,0,BNPL,Medical,188000.0,180,34163.0,192.0,1.7932,30,2,0,3,0,Excellent,0,0,0.0,3.8,Low,9.9,0,1,1.2,535,0,Emerging,0.4062
IND00940,MSME_Owner,24,Female,Married,Tier1,Graduate,2,Business_Owner,15,348015.0,Stable,0.0,7.923222771211964,84936.0,Well_within,0.012,31,0,0,None,Business,842000.0,120,16422.0,138.0,0.0472,2,3,2,2,1,Fair,0,1,0.0,1.9,Medium,6.4,1,1,0.6,447,0,Emerging,0.4223
IND00941,Gig_Worker,52,Female,Single,Rural,10th_12th,3,Self_Employed,2,42595.0,Unstable,19339.0,7.783943549995834,7732.0,Overspend,0.6291,5,1,1,Personal_Loan,Personal,414000.0,36,16054.636455828171,108.0,0.0903,28,1,4,4,0,Good,1,1,6067.0,0.3,Medium,7.4,0,1,0.75,515,0,AtRisk,0.3786
IND00942,Rural_Farmer,54,Female,Married,Tier2,10th_12th,1,Self_Employed,28,29678.0,Seasonal,0.0,14.474635339427602,5536.0,Overspend,0.7927,25,1,0,Home_Loan,Personal,471000.0,48,36088.0,759.0,1.2159,2,2,4,0,0,Fair,0,1,0.0,0.0,Low,4.2,1,0,0.15,414,0,AtRisk,0.2187
IND00943,Gig_Worker,22,Male,Single,Tier3,10th_12th,0,Self_Employed,1,75687.0,Seasonal,23066.0,11.807481138423029,24771.0,Just_right,0.3317,7,1,1,Home_Loan,NA,1161000.0,36,613959.0,17225.0,6.0,1,3,1,1,0,Poor,1,0,110129.0,1.9,High,8.4,0,0,0.0,475,0,AtRisk,0.149
IND00944,Urban_Salaried,21,Female,Single,Tier2,Postgraduate,3,Salaried_Private,7,76503.0,Stable,0.0,11.920396528176898,45315.0,Just_right,0.5707,51,1,1,Education_Loan,Vehicle,395000.0,12,43908.0,3696.0,0.5739,2,6,1,0,1,Excellent,1,1,21023.0,3.1,Low,6.1,0,0,0.45,469,0,AtRisk,0.3071
IND00945,MSME_Owner,45,Male,Married,Tier2,Graduate,4,Business_Owner,7,85714.0,Stable,10639.0,16.184352733063925,17456.0,Just_right,0.5188,24,1,0,Home_Loan,Business,3500000.0,12,98165.0,8262.0,1.1452,1,1,5,3,0,Fair,1,1,17181.0,2.1,Low,5.0,0,1,0.9,418,0,AtRisk,0.2291
IND00946,Urban_Salaried,55,Male,Married,Tier2,Postgraduate,0,Salaried_Private,17,62712.0,Stable,13398.0,16.09462553507811,24833.0,Overspend,0.8181,54,0,0,Personal_Loan,Personal,91000.0,12,22672.0,1908.0,0.3615,26,2,2,0,1,Excellent,1,0,9837.0,6.3,High,6.6,0,1,0.3,467,0,Emerging,0.3938
IND00947,Urban_Salaried,55,Female,Single,Tier1,Graduate,3,Salaried_Private,6,142042.0,Unstable,0.0,13.570830319117007,58449.0,Borderline,0.269,35,1,0,Personal_Loan,Business,333000.0,36,43825.0,1230.0,0.3085,2,6,1,4,0,Good,1,1,28158.0,2.0,High,6.2,1,0,0.45,492,1,Emerging,0.4993
IND00948,Homemaker,53,Female,Married,Tier2,10th_12th,1,Homemaker,0,10655.0,Stable,0.0,11.605895507885936,4957.0,Just_right,0.3661,27,1,0,None,Vehicle,144000.0,24,6809.0,287.0,0.639,20,3,3,2,0,Excellent,0,1,0.0,5.4,Medium,6.7,0,1,0.45,534,0,Emerging,0.4607
IND00949,Gig_Worker,30,Male,Married,Tier3,Diploma,0,Self_Employed,15,40556.0,Unstable,0.0,10.66209079253668,13312.0,Overspend,0.6177,10,1,1,Business_Loan,Home,1614000.0,60,58196.0,980.0,1.4349,2,7,1,0,0,Poor,1,1,88444.0,1.8,Low,4.8,1,1,0.3,450,0,AtRisk,0.2417
IND00950,Gig_Worker,39,Male,Married,Tier2,10th_12th,3,Self_Employed,14,96465.0,Stable,0.0,17.511638000019595,29697.0,Overspend,0.939,56,0,0,Education_Loan,Business,573000.0,120,24467.0,206.0,0.2536,12,5,0,1,0,Fair,0,0,0.0,1.5,Medium,6.8,1,0,0.45,504,0,Emerging,0.3905
IND00951,Urban_Salaried,30,Female,Married,Tier1,Postgraduate,1,Salaried_Private,9,86191.0,Seasonal,12428.0,21.64201295549309,66450.0,Borderline,0.2454,43,1,0,None,NA,452000.0,48,7790.0,164.0,0.0904,1,5,4,0,0,Excellent,0,1,0.0,3.9,Low,5.8,1,0,0.15,584,1,Prime,0.6874
IND00952,Urban_Salaried,47,Male,Single,Tier1,Postgraduate,3,Salaried_Private,11,85205.0,Stable,0.0,6.925967408874795,20866.0,Overspend,0.9636,38,0,0,BNPL,Business,1488000.0,120,28368.0,239.0,0.3329,14,6,1,5,0,Excellent,0,0,0.0,0.8,Low,6.6,1,0,0.45,503,0,Emerging,0.4405
IND00953,Gig_Worker,22,Female,Single,Tier3,Graduate,1,Self_Employed,14,52601.0,Seasonal,0.0,9.33901415319038,7111.0,Borderline,0.5407,25,0,0,Home_Loan,Personal,249000.0,12,18316.0,1542.0,0.3482,0,3,3,0,0,Good,1,1,16035.0,0.0,Low,6.3,1,0,0.15,486,0,Emerging,0.4661
IND00954,Urban_Salaried,37,Male,Married,Tier2,Postgraduate,1,Salaried_Private,12,72821.0,Stable,0.0,29.743089883330462,95216.0,Well_within,0.0635,40,1,1,Business_Loan,Education,49000.0,48,173057.0,3641.0,2.3764,9,2,0,3,0,Fair,1,1,1183.0,6.3,High,6.1,0,1,0.45,462,0,AtRisk,0.3782
IND00955,MSME_Owner,48,Male,Single,Tier2,Graduate,0,Business_Owner,6,89679.0,Stable,0.0,5.500308023019528,17382.0,Well_within,0.3509,33,1,1,Home_Loan,Personal,127000.0,24,81267.0,3420.0,0.9062,27,3,5,0,0,Excellent,0,1,0.0,1.1,Low,4.8,1,0,0.0,602,1,Emerging,0.5519
IND00956,Homemaker,28,Male,Married,Rural,Below10th,3,Homemaker,0,8036.0,Stable,16314.0,0.0,0.0,Just_right,0.1128,4,0,1,Home_Loan,Personal,188000.0,84,86152.0,1036.0,6.0,6,1,1,0,0,Good,1,1,15120.0,0.0,Medium,2.2,0,0,0.45,540,0,Emerging,0.4181
IND00957,Urban_Salaried,35,Male,Married,Tier2,Postgraduate,6,Salaried_Private,12,56661.0,Stable,18366.0,8.198886014329528,14749.0,Overspend,0.5263,53,0,0,Education_Loan,Business,262000.0,84,15574.0,187.0,0.2749,14,1,1,1,0,Poor,0,1,0.0,3.5,Medium,6.6,0,1,1.2,435,0,AtRisk,0.2998
IND00958,Rural_Farmer,25,Female,Married,Tier3,Below10th,4,Self_Employed,14,18077.0,Seasonal,50102.0,19.64832352389672,12558.0,Overspend,0.9649143851692842,11,1,0,Personal_Loan,Personal,127000.0,12,15884.0,1337.0,0.8786,4,2,3,5,0,Excellent,1,0,94204.0,4.5,Low,2.9,0,0,0.6,444,0,Emerging,0.414
IND00959,Urban_Salaried,44,Male,Married,Tier1,Graduate,2,Salaried_Private,12,93800.0,Stable,14733.0,13.7564645939464,32149.0,Just_right,0.4349,36,1,1,Business_Loan,Home,413000.0,12,44645.0,3758.0,0.476,21,1,1,1,0,Excellent,0,1,0.0,1.3,Medium,5.8,0,1,0.6,566,1,Emerging,0.59
IND00960,Homemaker,23,Male,Single,Tier1,Below10th,3,Homemaker,0,8834.0,Stable,0.0,13.362867524739537,5244.0,Borderline,0.7712,26,0,1,Home_Loan,Vehicle,656000.0,60,94816.0,1596.0,6.0,0,1,0,2,0,Good,1,0,35308.0,0.0,Medium,6.2,1,0,0.45,434,0,AtRisk,0.1944
IND00961,Retired_Govt,64,Male,Married,Tier2,Postgraduate,4,Retired,38,36766.0,Seasonal,10583.0,15.005310612898402,7526.0,Well_within,0.015,24,1,1,Car_Loan,Education,407000.0,36,2447.0,69.0,0.0666,6,3,0,0,0,Fair,0,1,0.0,6.6,Low,3.4,0,0,0.6,531,0,Emerging,0.4393
IND00962,Urban_Salaried,29,Female,Married,Tier2,Postgraduate,0,Salaried_Private,1,79785.0,Stable,0.0,19.019516643625035,37786.0,Just_right,0.3669,45,1,0,Personal_Loan,Business,1851000.0,84,19912.0,239.0,0.2496,8,2,5,1,0,Fair,1,0,35086.0,3.0,Medium,3.2,0,0,0.0,464,0,Emerging,0.4286
IND00963,Rural_Farmer,35,Male,Married,Tier3,Below10th,6,Self_Employed,0,341908.15688586934,Unstable,26484.0,27.271873083145625,40568.0,Borderline,0.697,15,1,0,Car_Loan,Medical,1586000.0,48,63243.0,1331.0,1.0838,8,6,5,1,0,Fair,0,0,0.0,1.6,Low,5.6,0,0,0.9,482,1,Emerging,0.5006
IND00964,Rural_Farmer,23,Female,Single,Tier1,Below10th,5,Self_Employed,4,14161.0,Stable,7215.0,14.962317303352492,6198.0,Well_within,0.3856,40,0,1,Education_Loan,Debt_Consolidation,358000.0,180,137469.0,771.0,6.0,2,1,3,0,0,Good,0,0,0.0,0.0,Low,4.1,0,0,0.75,476,0,Emerging,0.4611
IND00965,Urban_Salaried,25,Male,Single,Tier1,Postgraduate,2,Salaried_Private,22,195108.0,Stable,38784.0,31.229855196644625,129005.0,Just_right,0.4239,59,1,1,Personal_Loan,Home,584000.0,24,33589.0,1414.0,0.1722,2,4,2,1,0,Fair,0,1,0.0,0.3,Medium,7.0,1,0,0.3,501,1,Emerging,0.5436
IND00966,Urban_Salaried,45,Female,Married,Tier2,Graduate,0,Salaried_Private,25,97200.0,Stable,0.0,28.60341625733013,83885.0,Just_right,0.6917,39,0,0,Business_Loan,Education,721000.0,60,52920.0,891.0,0.5444,13,4,4,0,1,Excellent,0,0,0.0,8.5,Medium,7.7,1,0,0.0,490,0,Emerging,0.4262
IND00967,Gig_Worker,38,Female,Married,Tier1,Diploma,1,Self_Employed,29,244282.0,Unstable,11514.0,12.115509448627812,82086.0,Overspend,0.8494,46,1,0,Education_Loan,Vehicle,194000.0,48,17001.0,358.0,0.0696,0,2,3,0,0,Excellent,0,0,0.0,1.7,High,5.2,1,0,0.15,540,1,Prime,0.6646
IND00968,Gig_Worker,35,Male,Married,Tier2,10th_12th,2,Self_Employed,11,76454.0,Seasonal,22074.0,17.43778533582973,59144.0,Well_within,0.1063,43,0,0,Personal_Loan,NA,305000.0,84,29979.0,360.0,0.3921,13,3,1,4,0,Excellent,1,0,19608.0,0.0,Low,3.8,0,0,0.3,537,0,Emerging,0.4552
IND00969,Urban_Salaried,55,Female,Single,Tier2,Postgraduate,3,Salaried_Private,28,142597.0,Stable,0.0,18.05989397140721,125601.0,Well_within,0.5318,41,1,1,Personal_Loan,Medical,121000.0,12,40430.0,3403.0,0.2835,2,2,2,0,0,Good,1,1,5573301.0,5.4,Medium,4.6,1,1,0.75,516,1,Emerging,0.5087
IND00970,Gig_Worker,28,Male,Single,Tier2,Graduate,2,Self_Employed,2,59662.0,Seasonal,0.0,17.750982070593544,15804.0,Well_within,0.3326,51,1,0,Gold_Loan,Home,575000.0,24,159292.0,6704.0,2.6699,0,1,4,2,0,Excellent,0,1,0.0,0.0,Medium,1.7,0,0,0.3,485,0,Emerging,0.4449
IND00971,Gig_Worker,50,Female,Married,Tier3,Diploma,3,Self_Employed,9,15700.0,Unstable,0.0,13.012187171198985,4948.0,Well_within,0.1217,9,0,0,Personal_Loan,Personal,547000.0,12,123428.0,10389.0,6.0,13,3,1,0,0,Excellent,0,1,0.0,0.0,Medium,5.5,0,0,0.45,582,0,AtRisk,0.3527
IND00972,Retired_Govt,65,Male,Single,Rural,Graduate,3,Retired,30,53488.0,Stable,0.0,14.017427794248473,35663.0,Well_within,0.4171,8,1,0,BNPL,Home,356000.0,60,48398.0,815.0,0.9048,23,4,3,0,0,Good,1,0,2527.0,4.6,Medium,2.7,1,1,0.75,582,0,Emerging,0.3892
IND00973,Urban_Salaried,54,Male,Married,Tier2,Postgraduate,3,Salaried_Private,7,199691.0,Unstable,15463.0,15.727614247875636,25576.0,Just_right,0.119,63,0,0,Personal_Loan,Home,330000.0,240,287002.10690532124,290.0,0.3448,21,3,1,0,0,Excellent,0,1,0.0,3.8,High,6.0,0,0,0.45,639,1,Prime,0.6977
IND00974,Urban_Salaried,27,Male,Divorced,Tier2,Graduate,0,Salaried_Private,29,107831.0,Unstable,5048.0,24.41175183761098,32533.0,Well_within,0.3006,36,1,0,Education_Loan,Vehicle,303000.0,36,53518.0,1501.0,0.4963,1,1,1,0,0,Poor,1,1,28235.0,5.3,Low,5.2,1,1,0.3,457,0,AtRisk,0.2874
IND00975,MSME_Owner,48,Male,Married,Tier1,Graduate,3,Business_Owner,24,129805.0,Stable,0.0,14.156782909283915,51961.0,Borderline,0.6551,30,1,0,BNPL,Business,86000.0,12,23222.0,1955.0,0.1789,27,3,1,3,0,Poor,1,1,67463.0,0.6,Low,5.2,0,0,0.45,484,0,AtRisk,0.3532
IND00976,Urban_Salaried,28,Male,Married,Tier1,Postgraduate,2,Salaried_Private,11,96160.0,Unstable,0.0,8.335778407467034,34897.0,Just_right,0.2177,55,1,0,Personal_Loan,Home,461000.0,60,14045.0,236.0,0.1461,5,2,4,1,0,Excellent,1,0,44351.0,6.9,Medium,6.4,1,0,0.3,553,1,Emerging,0.595
IND00977,Retired_Govt,59,Male,Married,Tier3,Postgraduate,2,Retired,37,93376.0,Stable,0.0,28.08995775877176,53992.0,Well_within,0.28,10,0,0,BNPL,Vehicle,462000.0,48,1894.0,40.0,0.0203,0,4,1,0,1,Good,0,1,0.0,1.0,Medium,4.8,1,0,0.3,460,0,AtRisk,0.3468
IND00978,Rural_Farmer,48,Other,Married,Rural,10th_12th,3,Self_Employed,14,81369.0,Unstable,0.0,17.92704214923219,18346.0,Borderline,0.5586,4,0,1,Business_Loan,Home,1246000.0,84,1330995.0,16004.0,6.0,22,4,3,2,0,Good,1,1,11185.0,3.4,Medium,1.9,1,1,0.75,500,0,AtRisk,0.3144
IND00979,Retired_Govt,63,Male,Married,Tier2,Postgraduate,0,Retired,35,54704.0,Stable,0.0,15.173411932584504,30527.0,Borderline,0.6005,37,1,0,Home_Loan,Home,2072000.0,36,32733.0,918.0,0.5984,10,5,2,0,0,Fair,0,1,0.0,3.3,Medium,4.7,0,0,0.0,493,0,Emerging,0.4217
IND00980,Urban_Salaried,26,Male,Single,Tier1,Graduate,2,Salaried_Private,17,79796.0,Stable,0.0,19.90929939068954,49562.0,Just_right,0.2962,47,1,0,Personal_Loan,Education,472000.0,48,65991.0,1389.0,0.827,4,1,0,1,0,Good,1,1,33256.0,1.0,High,6.4,1,1,0.6,538,1,Emerging,0.5308
IND00981,Urban_Salaried,51,Female,Married,Tier1,Postgraduate,3,Salaried_Private,13,236857.0,Stable,0.0,18.42418720004406,116484.0,Well_within,0.404,40,1,0,Home_Loan,Medical,597000.0,60,26341.0,443.0,0.1112,26,2,1,1,0,Poor,1,1,24061.0,2.7,High,8.6,0,1,0.75,519,0,AtRisk,0.359
IND00982,Rural_Farmer,55,Male,Divorced,Rural,Below10th,3,Self_Employed,18,8054.0,Unstable,12003.0,1.2793008452885513,233.0,Just_right,0.2539,4,1,0,Home_Loan,Medical,972000.0,240,6764.0,28.0,0.8397,3,1,0,5,0,Good,0,1,0.0,3.4,Low,8.0,0,0,0.45,466,0,AtRisk,0.3004
IND00983,Rural_Farmer,54,Male,Married,Tier3,Diploma,5,Self_Employed,17,45657.0,Stable,0.0,21.774180629771543,12916.0,Just_right,0.375,16,0,1,Personal_Loan,Education,93000.0,240,40784.0,172.0,0.8932,23,1,3,0,0,Good,0,0,0.0,3.8,Medium,9.2,0,0,0.75,537,1,Emerging,0.4936
IND00984,Retired_Govt,61,Male,Married,Tier3,Postgraduate,0,Retired,37,65369.0,Stable,5865.0,16.63133922782038,43126.0,Just_right,0.1613,15,1,0,Home_Loan,Business,916000.0,48,743866.0,15652.0,6.0,7,1,3,2,0,Fair,1,0,5736.0,4.4,High,4.2,0,0,0.0,449,0,Emerging,0.4288
IND00985,Urban_Salaried,39,Female,Married,Tier1,Graduate,1,Salaried_Private,27,118875.0,Seasonal,0.0,17.774616746343654,56960.0,Just_right,0.1634,40,1,0,Home_Loan,Home,67000.0,24,192877.0,8117.0,1.6225,7,6,2,1,0,Excellent,1,1,3130.0,5.2,Medium,3.4,1,1,0.45,587,0,Emerging,0.4724
IND00986,Rural_Farmer,24,Male,Single,Tier3,Below10th,2,Self_Employed,16,13983.0,Seasonal,6747.0,0.0,0.0,Well_within,0.0992,10,0,0,Home_Loan,Personal,356000.0,240,13835.0,58.0,0.9893,0,6,2,2,0,Excellent,1,0,16716.0,2.2,High,7.0,1,1,0.6,520,0,Emerging,0.453
IND00987,MSME_Owner,44,Male,Married,Tier1,Postgraduate,1,Business_Owner,10,82936.0,Stable,0.0,0.1026089469443114,336.0,Just_right,0.1417,32,1,1,Gold_Loan,Personal,281000.0,180,160519.0,901.0,1.9354,4,3,3,0,0,Fair,0,1,0.0,5.6,Low,3.9,1,0,0.15,497,0,AtRisk,0.345
IND00988,MSME_Owner,55,Female,Married,Tier1,10th_12th,0,Business_Owner,8,138761.0,Seasonal,6071.0,12.604420540239069,25229.0,Just_right,0.4475,27,0,0,BNPL,Business,561000.0,48,255612.0,5379.0,1.8421,30,1,4,1,0,Poor,1,0,29597.0,1.3,High,5.3,0,1,0.3,481,0,AtRisk,0.1382
IND00989,Urban_Salaried,42,Female,Married,Tier1,Postgraduate,1,Salaried_Private,15,109369.0,Stable,0.0,25.721039064051528,101162.0,Borderline,0.48,42,1,0,Home_Loan,Business,5145000.0,60,15368.0,259.0,0.1405,17,2,1,4,0,Good,0,1,0.0,3.5,Medium,6.9,0,0,0.15,494,0,Emerging,0.4029
IND00990,Rural_Farmer,56,Female,Married,Tier2,Below10th,2,Self_Employed,29,24021.0,Unstable,28320.0,0.0,0.0,Just_right,0.5008,16,0,1,Home_Loan,Home,137000.0,60,49738.0,837.0,2.0705,9,2,0,0,0,Excellent,0,1,0.0,0.1,Medium,8.4,1,0,0.3,541,0,Emerging,0.4714
IND00991,Urban_Salaried,50,Female,Married,Tier2,Graduate,1,Salaried_Private,9,160489.0,Stable,0.0,22.97252866800368,54095.0,Well_within,0.1895,47,0,0,Business_Loan,Vehicle,530000.0,12,180843.0,15221.0,1.1268,4,3,1,1,0,Good,1,0,16364.0,3.0,Low,8.0,1,0,0.15,503,1,Emerging,0.4889
IND00992,Gig_Worker,42,Male,Married,Tier1,10th_12th,4,Self_Employed,25,18710.0,Seasonal,22423.0,12.411875717719235,3624.0,Just_right,0.5822,56,1,0,Education_Loan,Personal,756000.0,36,32806.0,920.0,1.7533,6,2,3,0,1,Poor,0,0,0.0,0.3,Low,5.9,0,0,0.6,359,0,AtRisk,0.078
IND00993,Gig_Worker,55,Male,Single,Tier1,Diploma,1,Self_Employed,29,259305.0,Seasonal,19946.0,23.21206545292285,160374.0,Overspend,0.9798430377658846,36,1,1,Business_Loan,Vehicle,143000.0,60,43284.0,729.0,0.1669,15,4,1,0,0,Excellent,1,1,3873.0,2.6,High,6.7,1,1,0.45,569,1,Emerging,0.5796
IND00994,Gig_Worker,42,Male,Married,Tier3,Diploma,2,Self_Employed,3,57347.0,Unstable,0.0,0.0,0.0,Well_within,0.2354,14,0,0,Home_Loan,Vehicle,323000.0,24,33819.0,1423.0,0.5897,3,1,4,0,0,Fair,0,0,0.0,4.2,Low,3.9,1,0,0.3,483,0,Emerging,0.3962
IND00995,MSME_Owner,35,Male,Married,Tier1,Graduate,1,Business_Owner,3,117640.0,Stable,6850.0,17.394819731561515,83010.0,Just_right,0.442,31,1,0,Personal_Loan,Personal,390000.0,12,42115.0,3545.0,0.358,11,6,3,0,1,Poor,0,0,0.0,4.4,Low,6.2,0,1,0.45,413,0,AtRisk,0.146
IND00996,Homemaker,34,Female,Married,Tier2,Below10th,4,Homemaker,0,24668.0,Stable,0.0,18.39279555590302,8806.0,Well_within,0.164,25,1,1,Car_Loan,Business,51000.0,48,123161.0,2592.0,4.9925,12,3,1,0,0,Good,1,0,17774.0,0.0,Low,3.4,0,0,0.6,522,0,AtRisk,0.3213
IND00997,Retired_Govt,67,Male,Single,Tier2,Graduate,2,Retired,25,59401.0,Stable,13361.0,17.240845589178377,47432.0,Well_within,0.35,18,0,0,None,Personal,1221000.0,36,5254.0,147.0,0.0884,2,3,1,0,0,Excellent,1,1,3541.0,4.6,High,5.5,1,1,0.6,512,1,Emerging,0.5
IND00998,Rural_Farmer,39,Female,Married,Rural,Below10th,3,Self_Employed,14,13714.0,Seasonal,0.0,17.31647530577973,11549.0,Well_within,0.1125,5,0,0,Home_Loan,Education,631000.0,12,110106.0,9267.0,6.0,18,4,2,0,0,Excellent,1,0,6348.0,0.7,High,1.6,0,1,0.75,557,0,Emerging,0.4011
IND00999,Homemaker,52,Male,Divorced,Rural,Below10th,3,Homemaker,0,9091.0,Stable,3528.0,20.37981658729808,8800.0,Borderline,0.1727,3,0,1,Home_Loan,Home,254000.0,120,129252.0,1088.0,6.0,26,2,3,0,0,Good,1,1,13120.0,3.8,Low,3.4,0,0,0.45,555,0,AtRisk,0.3079
IND01000,Homemaker,45,Male,Married,Rural,Graduate,2,Homemaker,0,10309.0,Seasonal,0.0,19.535653438494627,4441.0,Well_within,0.3477,7,0,1,Home_Loan,Education,122000.0,12,46245.0,3892.0,4.4855,18,1,5,0,0,Fair,0,0,0.0,0.0,Medium,3.5,1,1,0.6,482,0,AtRisk,0.3007
IND01001,Gig_Worker,50,Male,Married,Tier2,Graduate,2,Self_Employed,13,112558.0,Stable,1131.0,9.752406344039706,19869.0,Well_within,0.5796,43,1,1,Personal_Loan,Home,217000.0,36,27637.0,775.0,0.2455,1,5,3,2,0,Fair,0,0,0.0,0.0,Medium,4.8,1,0,0.3,457,0,Emerging,0.4547
IND01002,Urban_Salaried,44,Female,Married,Tier2,Postgraduate,3,Salaried_Private,5,68597.0,Stable,0.0,30.54853065773049,60707.0,Borderline,0.6012,48,0,1,Business_Loan,Business,122000.0,84,45898.0,552.0,0.6691,17,1,1,0,1,Excellent,0,1,0.0,3.2,Medium,9.3,1,0,0.45,491,0,Emerging,0.4678
IND01003,Homemaker,23,Male,Single,Tier2,10th_12th,2,Homemaker,0,24921.0,Stable,11787.0,10.793135020133509,6963.0,Just_right,0.252,20,1,1,Business_Loan,Medical,106000.0,84,67340.0,810.0,2.702,2,2,1,0,0,Fair,1,1,64839.0,0.0,Medium,5.0,1,1,0.6,456,0,AtRisk,0.2741
IND01004,Urban_Salaried,54,Male,Single,Tier1,Postgraduate,1,Salaried_Private,28,95569.0,Stable,0.0,20.055383126170867,34244.0,Well_within,0.4804,49,0,1,Car_Loan,Debt_Consolidation,378000.0,36,16350.0,459.0,0.1711,3,4,1,2,0,Fair,1,0,961.0,3.0,Medium,5.7,0,0,0.15,457,0,Emerging,0.4743
IND01005,MSME_Owner,46,Male,Single,Tier2,Postgraduate,0,Business_Owner,13,90995.0,Seasonal,0.0,10.12751242857859,43399.0,Just_right,0.5313,23,1,0,Education_Loan,Business,114000.0,24,45471.0,1914.0,0.4997,18,10,4,4,0,Good,1,1,5996.0,4.7,Medium,7.2,1,0,0.0,538,0,Emerging,0.4239
IND01006,Gig_Worker,40,Male,Married,Tier2,Diploma,4,Self_Employed,9,104178.0,Seasonal,0.0,3.6738667148035873,18787.0,Just_right,0.5587,43,0,1,Car_Loan,Home,102000.0,24,33229.0,1398.0,0.319,3,1,4,1,0,Fair,1,1,27282.0,1.7,Medium,6.2,1,0,0.6,470,0,AtRisk,0.3395
IND01007,MSME_Owner,31,Female,Married,Tier2,Graduate,1,Business_Owner,5,103985.0,Unstable,7805.0,14.596826575548173,55330.0,Well_within,0.3957,19,1,1,Home_Loan,Debt_Consolidation,150000.0,84,213544.5618255424,531.0,0.4246,10,4,3,3,0,Fair,0,0,0.0,0.0,Medium,4.5,0,0,0.15,520,0,AtRisk,0.3705
IND01008,Urban_Salaried,40,Male,Married,Tier1,Postgraduate,4,Salaried_Private,24,73621.0,Unstable,0.0,28.01020450741866,99218.0,Just_right,0.8358,42,1,1,Home_Loan,Vehicle,390000.0,240,10721.0,45.0,0.1456,6,3,2,3,1,Fair,1,0,152086.0,5.6,Medium,6.8,1,0,0.6,388,0,AtRisk,0.3718
IND01009,MSME_Owner,25,Female,Single,Tier1,Graduate,1,Business_Owner,19,827049.0,Stable,0.0,1.8901789188734028,33521.0,Just_right,0.2245,31,1,0,Personal_Loan,Personal,72000.0,48,139153.0,2928.0,0.1683,4,3,4,0,0,Good,0,0,0.0,3.3,Medium,8.2,1,0,0.15,571,1,Prime,0.7038
IND01010,Urban_Salaried,31,Female,Married,Tier1,Postgraduate,1,Salaried_Private,12,72401.0,Unstable,25121.0,16.70445630995719,42705.0,Overspend,0.7266,44,1,0,BNPL,Business,147000.0,24,9515.0,400.0,0.1314,2,7,1,1,0,Good,1,1,4206.0,10.1,Medium,8.5,1,0,0.15,527,0,Emerging,0.4037
IND01011,Rural_Farmer,36,Male,Married,Tier2,Diploma,2,Self_Employed,12,72287.0,Seasonal,0.0,4.53761516048966,7677.0,Borderline,0.4383,32,1,1,Education_Loan,Vehicle,127000.0,24,3094.0,130.0,0.0428,10,5,4,1,0,Excellent,0,0,0.0,1.7,Medium,6.7,1,0,0.3,538,1,Emerging,0.5592
IND01012,MSME_Owner,22,Male,Single,Tier2,10th_12th,1,Business_Owner,4,1130836.0,Seasonal,15241.0,0.0,0.0,Just_right,0.5241,23,0,0,Business_Loan,Vehicle,277000.0,120,79187.0,666.0,0.07,1,2,4,0,0,Good,1,0,53555.0,4.0,Medium,8.6,1,0,0.15,532,1,Prime,0.753
IND01013,Rural_Farmer,57,Male,Married,Tier1,10th_12th,1,Self_Employed,18,49672.0,Unstable,0.0,5.687364580761164,5028.0,Well_within,0.1856,26,0,1,Personal_Loan,Debt_Consolidation,263000.0,48,119072.0,2505.0,2.3971,15,3,1,2,0,Excellent,0,1,0.0,0.9,Low,4.3,1,0,0.15,539,0,Emerging,0.4729
IND01014,MSME_Owner,40,Female,Single,Tier2,10th_12th,2,Business_Owner,10,127022.0,Stable,0.0,6.362056429880322,11632.0,Well_within,0.6177,26,1,0,Business_Loan,Education,277000.0,240,46596.0,196.0,0.3668,16,1,0,0,0,Good,1,1,7976.0,0.1,High,4.5,1,1,0.6,519,0,Emerging,0.4674
IND01015,Homemaker,41,Male,Married,Tier3,10th_12th,4,Homemaker,0,13153.0,Stable,0.0,13.193802626383883,2605.0,Well_within,0.2088,14,0,0,Car_Loan,Home,363000.0,12,37157.0,3127.0,2.8248,13,2,0,3,0,Poor,0,1,0.0,0.0,Low,10.0,1,1,0.9,427,0,AtRisk,0.2126
IND01016,Homemaker,50,Male,Married,Tier2,10th_12th,4,Homemaker,0,12945.0,Stable,41387.0,12.443176573447532,6661.0,Just_right,0.3277,29,1,1,Business_Loan,Home,423000.0,24,117224.0,4933.0,6.0,13,2,3,4,0,Excellent,0,1,0.0,2.5,Low,6.7,0,1,0.9,469,0,AtRisk,0.3145
